rec_id_l,given_name,surname,street_number_l,address_1_l,address_2_l,suburb_l,postcode_l,state_l,date_of_birth_l,soc_sec_id_l,rec_id_r,street_number_r,address_1_r,address_2_r,suburb_r,postcode_r,state_r,date_of_birth_r,soc_sec_id_r,surname_l,date_of_birth,surname_r,given_name_l,postcode,given_name_r,suburb,soc_sec_id,true_match,jaro_winkler_given_name,jaro_winkler_surname,levenshtein_given_name,levenshtein_surname,full_name_similarity,dob_l_dt,dob_r_dt,dob_exact_match,dob_year_match,dob_month_match,dob_day_diff,postcode_exact_match,suburb_exact_match,state_exact_match,address_similarity,soc_sec_exact_match,name_and_dob_score,address_score,ml_match_probability
rec-3762-org,kai,,83.0,oliver street,appleglen,toowoomba,2785.0,wa,,1878744.0,rec-3762-dup-0,83.0,oliver street,appleglen,toowoomba,7285.0,wa,,1878744.0,wilczek,1970-01-01,wilczke,,,,,,1,1.0,0.9714285714285714,1.0,0.7142857142857143,0.9818181818181818,,,0,0,0,999.0,0,1,1,1.0,1,0.4909090909090909,0.6666666666666666,1.0
rec-4388-org,ashleigh,,13.0,hadlow drive,ningana,canterbury,2208.0,vic,,5633162.0,rec-4388-dup-0,13.0,hadlow drive,ningana,canterbury,2208.0,vic,,5633162.0,neumann,1970-01-01,neumagnn,,,,,,1,1.0,0.975,1.0,0.875,0.9833333333333333,,,0,0,0,999.0,1,1,1,1.0,1,0.49166666666666664,1.0,1.0
rec-1123-org,gabrielle,,27.0,julia flynn avenue,villa 2,leongatha,4300.0,vic,,9209231.0,rec-1123-dup-0,27.0,julia flynn avenue,vill a2,leonatha,4300.0,vic,,9209231.0,rees,1970-01-01,jeffries,,,,,,1,1.0,0.4583333333333333,1.0,0.375,0.9083333333333333,,,0,0,0,999.0,1,0,1,1.0,1,0.45416666666666666,0.6666666666666666,1.0
rec-3812-org,dean,,52.0,buggy crescent,mount patrick,stratton,3138.0,nsw,,4129591.0,rec-3812-dup-0,52.0,buggy crescent,mount patrick,stratton,3138.0,nsw,,4129591.0,webb,1970-01-01,web,,,,,,1,1.0,0.9416666666666667,1.0,0.75,0.975,,,0,0,0,999.0,1,1,1,1.0,1,0.4875,1.0,1.0
rec-2585-org,harvey,,132.0,twelve trees crescent,dargam,reynella,3089.0,vic,,7501852.0,rec-2585-dup-0,132.0,twelve trees crescent,dargam,reynella,3089.0,vic,,7501852.0,roselli,,white,,,,,,1,1.0,0.44761904761904764,1.0,0.0,0.6818181818181818,,,0,0,0,999.0,1,1,1,1.0,1,0.3409090909090909,1.0,1.0
rec-2458-org,bianca,,224.0,sharland place,brindabella specialist centre,evanston,4702.0,vic,,1392522.0,rec-2458-dup-0,224.0,sharladn place,brindabella specialist centre,evanstin,4702.0,vic,,1392522.0,morrison,1970-01-01,morrion,,,,,,1,1.0,0.975,1.0,0.875,0.9833333333333333,,,0,0,0,999.0,1,0,1,0.9857142857142858,1,0.49166666666666664,0.6666666666666666,1.0
rec-3161-org,ellie,,84.0,woollum street,blaxlands ck,lower templestowe,2196.0,wa,,9791693.0,rec-3161-dup-0,84.0,woollum street,blaxlans ck,lower templestowe,1296.0,wa,,9791693.0,oatey,1970-01-01,oatwy,,,,,,1,1.0,0.9066666666666667,1.0,0.8,0.9555555555555556,,,0,0,0,999.0,0,1,1,1.0,1,0.4777777777777778,0.6666666666666666,1.0
rec-4582-org,daniel,,34.0,maccallum circuit,westwood homestead,homebush,2619.0,nsw,,2550366.0,rec-4582-dup-0,34.0,maccallum circuit,westwood homestead,homuebush,2619.0,nsw,,2550366.0,mcard,1970-01-01,mcarda,,,,,,1,1.0,0.9666666666666667,1.0,0.8333333333333334,0.98,,,0,0,0,999.0,1,0,1,1.0,1,0.49,0.6666666666666666,1.0
rec-1577-org,lachlan,,28.0,cottam place,plainview,mount samson,7310.0,nsw,,4200578.0,rec-1577-dup-0,28.0,cottam place,plainview,mounta samson,7310.0,nsw,,4200578.0,stanley,1970-01-01,stamley,,,,,,1,1.0,0.9333333333333333,1.0,0.8571428571428572,0.9636363636363636,,,0,0,0,999.0,1,0,1,1.0,1,0.4818181818181818,0.6666666666666666,1.0
rec-2039-org,marcus,,5.0,rason place,sect 329,flagstaff hill,2226.0,vic,,1098082.0,rec-2039-dup-0,5.0,rason place,,blacks beach,2226.0,vic,,1098082.0,chandler,1970-01-01,chandlef,,,,,,1,1.0,0.95,1.0,0.875,0.9666666666666666,,,0,0,0,999.0,1,0,1,1.0,1,0.4833333333333333,0.6666666666666666,1.0
rec-905-org,jemima,,79.0,,unfaan,dandenong north,3000.0,sa,,6617205.0,rec-905-dup-0,79.0,,unfzan,dandenong north,3000.0,sa,,6617205.0,apathy,1970-01-01,apaty,,,,,,1,1.0,0.9666666666666667,1.0,0.8333333333333334,0.98,,,0,0,0,999.0,1,1,1,0.0,1,0.49,1.0,1.0
rec-1105-org,nicholas,,59.0,bogan place,hopeview,bundaberg,2440.0,nsw,,1646485.0,rec-1105-dup-0,59.0,bogan place,hoepview,bundaberg,2404.0,nsw,,4030459.0,jenvey,1970-01-01,jehvey,,,,,,1,1.0,0.9111111111111112,1.0,0.8333333333333334,0.96,,,0,0,0,999.0,0,1,1,1.0,0,0.48,0.6666666666666666,1.0
rec-2142-org,sarah,,740.0,baddeley crescent,flt 10,jamboree heights,4053.0,vic,,7593106.0,rec-2142-dup-0,740.0,baddeley crescent,flt 10,jamboree heights,4053.0,vic,,7593106.0,leslie,1970-01-01,leslae,,,,,,1,1.0,0.9333333333333333,1.0,0.8333333333333334,0.96,,,0,0,0,999.0,1,1,1,1.0,1,0.48,1.0,1.0
rec-1306-org,erin,,80.0,croton street,rockview ashtead,werrington,2066.0,nsw,,9413029.0,rec-1306-dup-0,80.0,crotonstreet,rockview aohtead,werrington,2066.0,nsw,,9413029.0,fassina,1970-01-01,nguyen,,,,,,1,1.0,0.4365079365079365,1.0,0.1428571428571429,0.6515151515151515,,,0,0,0,999.0,1,1,1,0.9846153846153847,1,0.32575757575757575,1.0,1.0
rec-1531-org,aidan,,13.0,chewings street,ningana,vermont,6056.0,qld,,7288279.0,rec-1531-dup-0,13.0,ningana,chewings tsreet,vermont,6056.0,qld,,7288279.0,minorchio,1970-01-01,minorfhio,,,,,,1,1.0,0.9555555555555556,1.0,0.8888888888888888,0.9692307692307692,,,0,0,0,999.0,1,1,1,0.4317460317460317,1,0.4846153846153846,1.0,1.0
rec-4551-org,joshua,,50.0,bimbiang crescent,rosetta village,holsworthy,3071.0,nsw,,4826701.0,rec-4551-dup-0,50.0,bimbiangc rescent,rosetta ivllage,holswirthy,3071.0,nsw,,4826701.0,stubbs,1970-01-01,stubx,,,,,,1,1.0,0.8933333333333334,1.0,0.6666666666666667,0.9377777777777778,,,0,0,0,999.0,1,0,1,0.9882352941176471,1,0.4688888888888889,0.6666666666666666,1.0
rec-382-org,ella,,51.0,ulm street,naygoondy,northmead,2086.0,nsw,,4464237.0,rec-382-dup-0,51.0,ulm tsreet,,northmead,2086.0,nsw,,4464237.0,mahon,1970-01-01,mahno,,,,,,1,1.0,0.9533333333333333,1.0,0.6,0.9777777777777777,,,0,0,0,999.0,1,1,1,0.98,1,0.4888888888888889,1.0,1.0
rec-995-org,isabella,,20.0,yanda street,carlow,seven hills,2048.0,tas,,1274198.0,rec-995-dup-0,20.0,yanda street,carlwo,seven hills,2048.0,tas,,1274198.0,westbrook,1970-01-01,westbrbook,,,,,,1,1.0,0.98,1.0,0.9,0.9857142857142858,,,0,0,0,999.0,1,1,1,1.0,1,0.4928571428571429,1.0,1.0
rec-4673-org,jesse,,12.0,tuckey place,ellangowan,urangan,4659.0,nsw,,6491012.0,rec-4673-dup-0,12.0,tuckey plsce,ellagnowan,urangan,4659.0,nsw,,6491012.0,bagwell,1970-01-01,bagwekl,,,,,,1,1.0,0.9428571428571428,1.0,0.8571428571428572,0.9636363636363636,,,0,0,0,999.0,1,1,1,0.9666666666666666,1,0.4818181818181818,1.0,1.0
rec-1864-org,ruby,,42.0,,glenbrook orchard,appin,2035.0,tas,,3742981.0,rec-1864-dup-0,42.0,,glenbrook orchard,appin,2035.0,tas,,3742981.0,donaldson,1970-01-01,donalsdon,,,,,,1,1.0,0.9777777777777777,1.0,0.7777777777777778,0.9846153846153847,,,0,0,0,999.0,1,1,1,0.0,1,0.49230769230769234,1.0,1.0
rec-3385-org,shanaye,,41.0,haystack crescent,st vincents hospital,matong,3690.0,nsw,,1632237.0,rec-3385-dup-0,41.0,haystack crescent,,leetob,3680.0,nsw,,1632237.0,carbone,1970-01-01,lonto,,,,,,1,1.0,0.44761904761904764,1.0,0.1428571428571429,0.8424242424242424,,,0,0,0,999.0,0,0,1,1.0,1,0.4212121212121212,0.3333333333333333,0.96
rec-1020-org,phillip,,,maclachlan street,arcadia,glendale,6171.0,qld,,5324023.0,rec-1020-dup-0,,maclachla n astreet,arcadia,pottsville,6171.0,qld,,5324023.0,finlay,1970-01-01,finkay,,,,,,1,1.0,0.9222222222222223,1.0,0.8333333333333334,0.96,,,0,0,0,999.0,1,0,1,0.9671826625386997,1,0.48,0.6666666666666666,1.0
rec-3996-org,georgia,,10.0,temperley street,tieve tara,toowong,3175.0,qld,,3465730.0,rec-3996-dup-0,20.0,temperley s treet,tieve tara,toowong,3715.0,qld,,4385775.0,maynard,1970-01-01,petersen,,,,,,1,1.0,0.4226190476190476,1.0,0.0,0.6262626262626263,,,0,0,0,999.0,0,1,1,0.9882352941176471,0,0.31313131313131315,0.6666666666666666,0.9
rec-2589-org,,,150.0,syron place,wirong,,4066.0,vic,,8557384.0,rec-2589-dup-0,150.0,syron place,wirong,,4066.0,vci,,8557384.0,lowry,1970-01-01,manson,,,,,,1,1.0,0.0,1.0,0.0,0.6851851851851851,,,0,0,0,999.0,1,1,0,1.0,1,0.34259259259259256,0.6666666666666666,1.0
rec-1973-org,jack,,23.0,noble close,st johns retirement,rivett,7252.0,nsw,,8449880.0,rec-1973-dup-0,25.0,st johns retirement,noble close,rivett,7252.0,nsw,,8449880.0,vick,1970-01-01,went,,,,,,1,1.0,0.0,1.0,0.0,0.6666666666666666,,,0,0,0,999.0,1,1,1,0.5093035619351408,1,0.3333333333333333,1.0,1.0
rec-2267-org,jacqueline,,34.0,giles street,noorla,kilsyth,7030.0,wa,,5698710.0,rec-2267-dup-0,34.0,giles street,noorls,kilsyth,7030.0,wa,,5698710.0,tomich,1970-01-01,tomiich,,,,,,1,1.0,0.9714285714285714,1.0,0.8571428571428572,0.9818181818181818,,,0,0,0,999.0,1,1,1,1.0,1,0.4909090909090909,1.0,1.0
rec-2829-org,timothy,,95.0,casey crescent,lumeah homes,brighton,3400.0,sa,,6079337.0,rec-2829-dup-0,95.0,casey crescent,lumeah h omes,brighton,3400.0,sa,,6079337.0,de angelis,1970-01-01,de angilis,,,,,,1,1.0,0.9377777777777778,1.0,0.9,0.956043956043956,,,0,0,0,999.0,1,1,1,1.0,1,0.478021978021978,1.0,1.0
rec-3843-org,talia,,5.0,wattle street,taree caravn park,north bondi,5074.0,vic,,2565238.0,rec-3843-dup-0,5.0,wattle street,taree cacavn park,northb ondi,5074.0,vic,,2565238.0,bramble,1970-01-01,brable,,,,,,1,1.0,0.9666666666666667,1.0,0.8571428571428572,0.9818181818181818,,,0,0,0,999.0,1,0,1,1.0,1,0.4909090909090909,0.6666666666666666,1.0
rec-2545-org,ashleigh,,34.0,hutchison crescent,harefield,east hills,2354.0,nsw,,6850999.0,rec-2545-dup-0,34.0,hutchison crescent,harefipld,east hills,2354.0,nsw,,6850999.0,white,1970-01-01,whitxe,,,,,,1,1.0,0.9666666666666667,1.0,0.8333333333333334,0.98,,,0,0,0,999.0,1,1,1,1.0,1,0.49,1.0,1.0
rec-1524-org,lily,,25.0,bourne street,redhill,keysborough,2640.0,qld,,8956118.0,rec-1524-dup-0,2.0,bourne treet,redhill,keysborough,2604.0,qld,,8956118.0,krishnan,1970-01-01,krishnqn,,,,,,1,1.0,0.95,1.0,0.875,0.9666666666666666,,,0,0,0,999.0,0,1,1,0.9846153846153847,1,0.4833333333333333,0.6666666666666666,1.0
rec-4253-org,harley,,419.0,john young crescent,,hamilton,2261.0,qld,,5510205.0,rec-4253-dup-0,419.0,john young crescent,,hamilton,2621.0,qld,,5510205.0,mclaine,1970-01-01,mclsine,,,,,,1,1.0,0.9333333333333333,1.0,0.8571428571428572,0.9636363636363636,,,0,0,0,999.0,0,1,1,1.0,1,0.4818181818181818,0.6666666666666666,1.0
rec-4373-org,jack,,55.0,wrenfordsley place,,moura,2038.0,vic,,1202844.0,rec-4373-dup-0,55.0,wrenfordsley place,,moira,2038.0,vic,,1202844.0,carbone,1970-01-01,carvone,,,,,,1,1.0,0.9333333333333333,1.0,0.8571428571428572,0.9636363636363636,,,0,0,0,999.0,1,0,1,1.0,1,0.4818181818181818,0.6666666666666666,1.0
rec-2059-org,isabella,,125.0,officer crescent,,sandgate,2190.0,nsw,,5078419.0,rec-2059-dup-0,125.0,officer crescent,,sandgate,2190.0,nsw,,5078419.0,orme,1970-01-01,orm,,,,,,1,1.0,0.9416666666666667,1.0,0.75,0.975,,,0,0,0,999.0,1,1,1,1.0,1,0.4875,1.0,1.0
rec-3489-org,joel,,5.0,meredith circuit,rawdon,greenwood,4011.0,qld,,6153468.0,rec-3489-dup-0,5.0,meredith circuit,rawdon,greenwood,4011.0,qld,,6153468.0,dixon,1970-01-01,morrison,,,,,,1,1.0,0.5472222222222222,1.0,0.375,0.8436507936507937,,,0,0,0,999.0,1,1,1,1.0,1,0.4218253968253968,1.0,1.0
rec-3032-org,maddison,,8.0,templeton street,kurrabri,lamington,3556.0,vic,,7894969.0,rec-3032-dup-0,8.0,templetonstreet,kurrabri,lamington,3556.0,vic,,7894969.0,jiang,1970-01-01,jaing,,,,,,1,1.0,0.94,1.0,0.6,0.9777777777777777,,,0,0,0,999.0,1,1,1,0.9874999999999999,1,0.4888888888888889,1.0,1.0
rec-2851-org,chelsie,,99.0,companion crescent,ashbank,torquay,2325.0,vic,,9141369.0,rec-2851-dup-0,99.0,companion crescent,ashbank,torquay,2325.0,vic,,9141369.0,hlawa,1970-01-01,priest,,,,,,1,1.0,0.0,1.0,0.0,0.6148148148148148,,,0,0,0,999.0,1,1,1,1.0,1,0.3074074074074074,1.0,1.0
rec-2934-org,zarlia,,113.0,audas place,clanville,robina,2322.0,wa,,8270751.0,rec-2934-dup-0,113.0,clanville,audas place,robian,2322.0,nsw,,8270751.0,boyle,1970-01-01,sau,,,,,,1,1.0,0.0,1.0,0.0,0.671957671957672,,,0,0,0,999.0,1,0,0,0.5353535353535354,1,0.335978835978836,0.3333333333333333,0.96
rec-3596-org,nicholas,,201.0,temperley street,malanda orchard,hyde park,2767.0,wa,,1000123.0,rec-3596-dup-0,201.0,malandao rchard,temperley street,hyde park,2767.0,wa,,1000123.0,millar,1970-01-01,milalr,,,,,,1,1.0,0.9611111111111111,1.0,0.6666666666666667,0.98,,,0,0,0,999.0,1,1,1,0.48194444444444445,1,0.49,1.0,0.99
rec-4005-org,maddison,,5.0,namadgi circuit,,kiels mountain,2261.0,qld,,8559890.0,rec-4005-dup-0,5.0,namadgi circuit,,kiels moungain,2261.0,qld,,8559890.0,longo,1970-01-01,lonto,,,,,,1,1.0,0.9066666666666667,1.0,0.8,0.9555555555555556,,,0,0,0,999.0,1,0,1,1.0,1,0.4777777777777778,0.6666666666666666,1.0
rec-47-org,finn,,403.0,mcculloch street,all saints college,kempsey,6084.0,qld,,9601625.0,rec-47-dup-0,403.0,mcculloch street,all saints college,kempsey,6084.0,qld,,9601625.0,white,1970-01-01,whit e,,,,,,1,1.0,0.9666666666666667,1.0,0.8333333333333334,0.98,,,0,0,0,999.0,1,1,1,1.0,1,0.49,1.0,1.0
rec-259-org,matisse,,362.0,mcbryde crescent,21st,gowrie,3498.0,wa,,5696159.0,rec-259-dup-0,362.0,mcbryde crescent,21st,gowrie,3498.0,wa,,5696159.0,chandler,1970-01-01,chandelr,,,,,,1,1.0,0.975,1.0,0.75,0.9833333333333333,,,0,0,0,999.0,1,1,1,1.0,1,0.49166666666666664,1.0,1.0
rec-926-org,abbey,,10.0,farrer street,villa 19,clarkson,3044.0,nsw,,7624788.0,rec-926-dup-0,10.0,villa 19,farrer street,clarkson,3044.0,nsw,,7624788.0,kluske,1970-01-01,matthews,,,,,,1,1.0,0.4305555555555555,1.0,0.125,0.6444444444444445,,,0,0,0,999.0,1,1,1,0.4679487179487179,1,0.32222222222222224,1.0,0.99
rec-4295-org,james,,268.0,sheaffe street,bella dona,caulfield north,2117.0,nsw,,9598556.0,rec-4295-dup-0,268.0,sheaffe street,bella dona,caulfield north,2117.0,nsw,,9598556.0,grillett,1970-01-01,rawlings,,,,,,1,1.0,0.47222222222222215,1.0,0.125,0.6746031746031745,,,0,0,0,999.0,1,1,1,1.0,1,0.33730158730158727,1.0,1.0
rec-736-org,christopher,,8.0,crisp circuit,,croydon north,3126.0,wa,,4266096.0,rec-736-dup-0,8.0,crisp ci rcuit,,croydon north,3126.0,wa,,4266096.0,chammen,1970-01-01,chammne,,,,,,1,1.0,0.9714285714285714,1.0,0.7142857142857143,0.9818181818181818,,,0,0,0,999.0,1,1,1,0.9857142857142858,1,0.4909090909090909,1.0,1.0
rec-4781-org,jacob,,89.0,dalley crescent,the willows,mosman,2480.0,qld,,6317326.0,rec-4781-dup-0,89.0,dalley crescent,the ui llows,mosman,2487.0,qld,,6317326.0,waller,1970-01-01,waliler,,,,,,1,1.0,0.9666666666666667,1.0,0.8571428571428572,0.9818181818181818,,,0,0,0,999.0,0,1,1,1.0,1,0.4909090909090909,0.6666666666666666,1.0
rec-959-org,zac,,18.0,kambalda crescent,mckinnon glen,east maitland,4500.0,sa,,2709860.0,rec-959-dup-0,18.0,kambalda crescent,mckinnon glen,east mailand,4500.0,sa,,2709860.0,hand,1970-01-01,,,,,,,1,1.0,0.0,1.0,0.0,0.9,,,0,0,0,999.0,1,0,1,1.0,1,0.45,0.6666666666666666,1.0
rec-3773-org,jessica,,8.0,john close,rosewood garden,yarrawonga,3840.0,nsw,,3600417.0,rec-3773-dup-0,8.0,john close,rosewood garden,yarrawonga,3804.0,nsw,,3600417.0,mckerlie,1970-01-01,mckeroie,,,,,,1,1.0,0.95,1.0,0.875,0.9666666666666666,,,0,0,0,999.0,0,1,1,1.0,1,0.4833333333333333,0.6666666666666666,1.0
rec-3613-org,ebony,,34.0,bellinger circuit,morago,robina,2481.0,nsw,,1761872.0,rec-3613-dup-0,34.0,bellinger c ircuit,moargo,robina,2411.0,nsw,,2780788.0,van hees,1970-01-01,van heds,,,,,,1,1.0,0.95,1.0,0.875,0.9666666666666666,,,0,0,0,999.0,0,1,1,0.9888888888888889,0,0.4833333333333333,0.6666666666666666,1.0
rec-2003-org,mitchell,,15.0,denovan circuit,villa 3,connewarre,5091.0,nsw,,8786441.0,rec-2003-dup-0,15.0,denovan circuit,villa 3,,5091.0,nsw,,8786441.0,webb,1970-01-01,,,,,,,1,1.0,0.0,1.0,0.0,0.9,,,0,0,0,999.0,1,0,1,1.0,1,0.45,0.6666666666666666,1.0
rec-4620-org,flynn,,6.0,beaurepaire crescent,mandurah gardens est,duncraig,3068.0,vic,,6378859.0,rec-4620-dup-0,6.0,beaurepaire crescent,,duncraig,3068.0,vic,,6378859.0,zilm,1970-01-01,zilkm,,,,,,1,1.0,0.9533333333333333,1.0,0.8,0.9777777777777777,,,0,0,0,999.0,1,1,1,1.0,1,0.4888888888888889,1.0,1.0
rec-4643-org,mason,,214.0,hawdon street,tintagel,mill park,5014.0,wa,,2356013.0,rec-4643-dup-0,214.0,hawdon street,blue hills,mill aprk,5104.0,wa,,2356013.0,miles,1970-01-01,milek,,,,,,1,1.0,0.92,1.0,0.8,0.9555555555555556,,,0,0,0,999.0,0,0,1,1.0,1,0.4777777777777778,0.3333333333333333,0.98
rec-3678-org,,,4.0,tytherleigh street,bulga wine estates,singleton heights,2097.0,nsw,,8170333.0,rec-3678-dup-0,4.0,tytherleigh street,,albany creek,2097.0,nsw,,8170333.0,dixon,1970-01-01,dixovn,,,,,,1,1.0,0.9666666666666667,1.0,0.8333333333333334,0.98,,,0,0,0,999.0,1,0,1,1.0,1,0.49,0.6666666666666666,1.0
rec-945-org,thomas,,89.0,carruthers street,milpara,goonellabah,2710.0,wa,,1603931.0,rec-945-dup-0,89.0,carruthers street,milapra,goonellabah,2710.0,wa,,1603931.0,bellchambers,1970-01-01,bellchmabers,,,,,,1,1.0,0.9833333333333333,1.0,0.8333333333333334,0.9874999999999999,,,0,0,0,999.0,1,1,1,1.0,1,0.49374999999999997,1.0,1.0
rec-837-org,asha,,8.0,streeton drive,rosehill,scarborough,5051.0,qld,,7992366.0,rec-837-dup-0,8.0,streeton drive,rosehill,scarboorugh,5051.0,qld,,7992356.0,chetter,1970-01-01,chete r,,,,,,1,1.0,0.9428571428571428,1.0,0.7142857142857143,0.9636363636363636,,,0,0,0,999.0,1,0,1,1.0,0,0.4818181818181818,0.6666666666666666,0.99
rec-3218-org,lachlan,,6.0,gara place,berkeley vlge,nunawading,3810.0,nsw,,8566655.0,rec-3218-dup-0,6.0,gara place,berkeley vlge,nunawading,3810.0,nsw,,8566655.0,leon,1970-01-01,weller,,,,,,1,1.0,0.4444444444444444,1.0,0.16666666666666663,0.8366666666666667,,,0,0,0,999.0,1,1,1,1.0,1,0.41833333333333333,1.0,1.0
rec-1049-org,amy,,15.0,jerrabomberra avenue,narraburra lodge,riverwood,4610.0,vic,,4689528.0,rec-1049-dup-0,3.0,verbruggh en street,narraburrj lodge,riverwood,4610.0,vic,,4689528.0,urenda,1970-01-01,urenea,,,,,,1,1.0,0.9333333333333333,1.0,0.8333333333333334,0.96,,,0,0,0,999.0,1,1,1,0.575438596491228,1,0.48,1.0,1.0
rec-2736-org,bayden,,37.0,callister crescent,mcdougall hill,burwood,2320.0,nsw,,6874557.0,rec-2736-dup-0,37.0,callister crescent,mcdougall hill,burowod,2320.0,nsw,,6874557.0,lonie,1970-01-01,lonei,,,,,,1,1.0,0.9533333333333333,1.0,0.6,0.9777777777777777,,,0,0,0,999.0,1,0,1,1.0,1,0.4888888888888889,0.6666666666666666,1.0
rec-2843-org,lily,,77.0,streeton drive,kaweku park,parkside,3630.0,wa,,7864863.0,rec-2843-dup-0,30.0,,kaweku park,parkaide,3630.0,wa,,7864863.0,reid,1970-01-01,reida,,,,,,1,1.0,0.96,1.0,0.8,0.9777777777777777,,,0,0,0,999.0,1,0,1,0.0,1,0.4888888888888889,0.6666666666666666,1.0
rec-3299-org,emiily,,19.0,callemonda rise,ocean park towers,semaphore park,4306.0,qld,,1804853.0,rec-3299-dup-0,19.0,callemonza rise,ocean park towers,semaphore park,4306.0,qld,,1804853.0,green,1970-01-01,gredn,,,,,,1,1.0,0.9066666666666667,1.0,0.8,0.9555555555555556,,,0,0,0,999.0,1,1,1,0.9733333333333334,1,0.4777777777777778,1.0,1.0
rec-763-org,jack,,,herbert crescent,fourways,north pinjarra,2261.0,nsw,,3374161.0,rec-763-dup-0,,herbert crescent,fourways,north pinjarra,2261.0,nsw,,3374161.0,paterson,1970-01-01,whtie,,,,,,1,1.0,0.5499999999999999,1.0,0.125,0.8333333333333334,,,0,0,0,999.0,1,1,1,1.0,1,0.4166666666666667,1.0,1.0
rec-1303-org,thomas,,8.0,mirrabucca crescent,felbrigg,sheffield,4300.0,nsw,,4100557.0,rec-1303-dup-0,8.0,,felbrigg,shefdield,4300.0,nsw,,4100557.0,boileau,1970-01-01,boielau,,,,,,1,1.0,0.9666666666666667,1.0,0.7142857142857143,0.9818181818181818,,,0,0,0,999.0,1,0,1,0.0,1,0.4909090909090909,0.6666666666666666,1.0
rec-4756-org,olivia,,67.0,,thorndale,chelsea heights,4217.0,wa,,3201406.0,rec-4756-dup-0,67.0,,thorndale,chelsea heights,4218.0,,,3201406.0,david,1970-01-01,davdi,,,,,,1,1.0,0.9533333333333333,1.0,0.6,0.9777777777777777,,,0,0,0,999.0,0,1,0,0.0,1,0.4888888888888889,0.3333333333333333,0.96
rec-2407-org,logan,,57.0,chewings street,,elsternwick,3350.0,nsw,,9448381.0,rec-2407-dup-0,57.0,chewings pstreet,,elsternwick,3350.0,nsw,,9448381.0,hazell,1970-01-01,hazelk,,,,,,1,1.0,0.9333333333333333,1.0,0.8333333333333334,0.96,,,0,0,0,999.0,1,1,1,0.9874999999999999,1,0.48,1.0,1.0
rec-3052-org,lucas,,54.0,johnstone circuit,shady creek,wingham,3039.0,qld,,8649392.0,rec-3052-dup-0,54.0,johnstone chircuit,shady creek,wingham,3039.0,qld,,8649392.0,yoon,1970-01-01,ypon,,,,,,1,1.0,0.8500000000000001,1.0,0.75,0.95,,,0,0,0,999.0,1,1,1,0.9888888888888889,1,0.475,1.0,1.0
rec-1827-org,heath,,,marsden street,safari lodge,bicton,2227.0,qld,,6970423.0,rec-1827-dup-0,,marsden street,safari lodge,bicton,2227.0,qld,,6970423.0,monteleone,1970-01-01,monteleenoe,,,,,,1,1.0,0.9618181818181818,1.0,0.8181818181818181,0.9723809523809525,,,0,0,0,999.0,1,1,1,1.0,1,0.48619047619047623,1.0,1.0
rec-1466-org,william,,10.0,steffanoni circuit,benbullen lowline stud,ranelagh,3148.0,nsw,,1891847.0,rec-1466-dup-0,10.0,benbullen lowline stud,steffanoni circuit,ranelagh,3148.0,nsw,,1891847.0,hare,1970-01-01,stanley,,,,,,1,1.0,0.5952380952380952,1.0,0.2857142857142857,0.8590909090909091,,,0,0,0,999.0,1,1,1,0.47769360269360267,1,0.42954545454545456,1.0,1.0
rec-1903-org,rachel,,4.0,alabaster street,griffiths wing,adelaide,3155.0,qld,,1452003.0,rec-1903-dup-0,4.0,alabastre street,griffiths wing,adelaife,3155.0,qld,,1452003.0,burford,1970-01-01,burrord,,,,,,1,1.0,0.8944444444444445,1.0,0.8571428571428572,0.9436363636363637,,,0,0,0,999.0,1,0,1,0.9874999999999999,1,0.47181818181818186,0.6666666666666666,1.0
rec-1651-org,caitlin,,7.0,bradfield street,kerry street,margaret river,2216.0,,,5030581.0,rec-1651-dup-0,7.0,bradfield street,kerry street,margaret river,2216.0,,,5030581.0,sommariva,1970-01-01,clarke,,,,,,1,1.0,0.5185185185185185,1.0,0.2222222222222222,0.6871794871794871,,,0,0,0,999.0,1,1,1,1.0,1,0.34358974358974353,1.0,1.0
rec-4631-org,lachlan,,,hazel smith crescent,wdgee street,bowral,6148.0,sa,,7589775.0,rec-4631-dup-0,,hazel smith crescent,wdgee sfreet,bowral,6148.0,sa,,7589775.0,zawadzki,1970-01-01,zwaadzki,,,,,,1,1.0,0.9625,1.0,0.75,0.9833333333333333,,,0,0,0,999.0,1,1,1,1.0,1,0.49166666666666664,1.0,1.0
rec-2903-org,vianca,,10.0,mareeba street,manila,leichhardt,2480.0,tas,,7065063.0,rec-2903-dup-0,5.0,mareeba street,manila,leichhardt,2480.0,tas,,7065063.0,ryan,1970-01-01,rya,,,,,,1,1.0,0.9416666666666667,1.0,0.75,0.975,,,0,0,0,999.0,1,1,1,1.0,1,0.4875,1.0,1.0
rec-3520-org,alyssa,,44.0,mceachern crescent,,cabramatta,3064.0,qld,,9906451.0,rec-3520-dup-0,82.0,mceachern crescent,willerz,cabramatta,3064.0,qld,,9906451.0,artis,1970-01-01,arits,,,,,,1,1.0,0.9466666666666665,1.0,0.6,0.9777777777777777,,,0,0,0,999.0,1,1,1,1.0,1,0.4888888888888889,1.0,1.0
